Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O,USD,EUR,GBP,INR,AED,CNY
2014-05-28,21.95,22.5,21.75,22.2,22.236533639,51443.0,297.0,1143914.0,39627.0,77.03,0.75,0.25,1263.5,929.22,756.32,74388.56,4640.9,7903.95
2014-05-29,22.0,22.95,21.9,21.95,22.187199464,32858.0,213.0,729027.0,29251.0,89.02,1.05,-0.05,1255.0,921.74,750.78,74063.82,4609.55,7831.07
2014-05-30,21.5,22.4,21.5,22.25,22.047127899,51095.0,247.0,1126498.0,42482.0,83.14,0.9,0.75,1250.5,916.42,745.52,73892.04,4593.02,7812.25
2014-06-02,22.1,22.4,22.0,22.15,22.162358984,54515.0,307.0,1208181.0,47536.0,87.2,0.4,0.05,1247.25,916.59,744.34,73706.22,4581.09,7791.94
2014-06-03,22.25,24.25,22.05,23.75,23.181197518,107656.0,626.0,2495595.0,75989.0,70.59,2.2,1.5,1242.75,912.41,742.43,73766.53,4564.56,7772.28
2014-06-04,24.0,24.45,23.0,23.15,23.713067366,73167.0,513.0,1735014.0,52081.0,71.18,1.45,-0.85,1245.25,914.18,743.28,73899.34,4573.74,7783.31
2014-06-05,23.0,24.2,22.65,24.0,23.61652908,42882.0,292.0,1012724.0,33452.0,78.01,1.55,1.0,1252.5,919.94,745.94,74285.77,4600.5,7834.14
2014-06-06,23.5,24.95,23.2,24.6,24.424336858,351697.0,573.0,8589966.0,351697.0,100.0,1.75,1.1,1247.5,914.66,743.07,73810.19,4582.13,7797.12
2014-06-09,24.75,24.75,23.4,23.4,23.675974445,69655.0,279.0,1649150.0,69655.0,100.0,1.35,-1.35,1253.5,922.17,746.4,74150.79,4604.04,7822.34
2014-06-10,22.5,23.7,22.5,23.0,23.148651149,27023.0,213.0,625546.0,27023.0,100.0,1.2,0.5,1259.5,929.83,751.42,74669.44,4626.08,7840.39
2014-06-11,23.0,23.75,22.45,23.45,23.274667969,75746.0,258.0,1762963.0,75746.0,100.0,1.3,0.45,1262.0,932.54,751.68,74817.66,4635.39,7859.61
2014-06-12,22.95,24.05,22.95,23.3,23.562791417,38819.0,196.0,914684.0,38819.0,100.0,1.1,0.35,1265.75,934.03,751.52,75027.32,4649.16,7871.07
2014-06-13,23.0,23.4,22.35,22.45,22.739282903,55892.0,258.0,1270944.0,55892.0,100.0,1.05,-0.55,1273.0,940.98,750.57,76029.91,4675.79,7906.22
2014-06-16,22.45,22.5,21.35,21.85,21.876254622,30288.0,211.0,662588.0,30288.0,100.0,1.15,-0.6,1276.25,940.46,751.38,76654.77,4687.73,7944.66
2014-06-17,21.25,22.5,21.25,21.45,21.623264853,39622.0,226.0,856757.0,39622.0,100.0,1.25,0.2,1267.5,935.84,746.97,76208.44,4655.46,7892.59
2014-06-18,21.5,22.0,21.05,21.75,21.503552097,29560.0,213.0,635645.0,29560.0,100.0,0.95,0.25,1269.75,935.57,749.67,76686.54,4663.73,7912.32
2014-06-19,22.65,22.8,21.45,21.5,22.043141203,19865.0,144.0,437887.0,19865.0,100.0,1.35,-1.15,1293.0,948.5,758.16,77728.68,4749.12,8054.87
2014-06-20,21.5,22.45,21.45,21.75,21.954084196,19906.0,121.0,437018.0,19906.0,100.0,1.0,0.25,1312.5,966.82,771.24,78953.44,4820.75,8171.62
2014-06-23,21.8,22.8,21.3,22.75,22.115954078,56531.0,236.0,1250237.0,56531.0,100.0,1.5,0.95,1313.5,966.34,772.28,79066.12,4824.42,8178.64
2014-06-24,23.25,23.85,22.95,23.85,23.692121971,33549.0,214.0,794847.0,33549.0,100.0,0.9,0.6,1318.5,969.74,776.89,79241.84,4842.78,8216.23
2014-06-25,24.55,24.9,23.35,23.95,24.133844246,75812.0,280.0,1829635.0,75812.0,100.0,1.55,-0.6,1316.75,965.82,775.4,79235.42,4836.29,8209.15
2014-06-26,23.3,24.0,23.15,23.5,23.820793848,33029.0,96.0,786777.0,33029.0,100.0,0.85,0.2,1311.75,965.27,771.35,78911.58,4817.79,8165.77
2014-06-27,23.5,23.55,22.8,22.95,23.459245697,136550.0,196.0,3203360.0,136550.0,100.0,0.75,-0.55,1317.5,965.87,774.27,79161.98,4838.98,8192.35
2014-06-30,22.95,23.45,22.9,23.0,23.008631261,84808.0,210.0,1951316.0,67658.0,79.78,0.55,0.05,1315.0,960.45,769.07,79090.66,4829.73,8159.57
2014-07-01,23.5,23.5,22.7,22.75,22.875236546,30121.0,135.0,689025.0,25965.0,86.2,0.8,-0.75,1327.5,970.43,774.62,79762.83,4875.84,8232.62
2014-07-02,23.0,23.35,22.4,22.5,22.678191581,28865.0,249.0,654606.0,23018.0,79.74,0.95,-0.5,1326.5,971.47,772.57,79152.25,4872.3,8238.36
2014-07-03,23.0,23.5,22.65,23.15,23.025461636,26157.0,117.0,602277.0,26157.0,100.0,0.85,0.15,1317.5,968.04,768.51,78819.43,4839.24,8185.49
2014-07-04,23.1,24.0,23.05,23.25,23.439543945,31312.0,184.0,733939.0,27480.0,87.76,0.95,0.15,1319.25,970.82,769.35,78904.34,4845.67,8185.02
2014-07-07,23.0,23.4,22.9,23.0,23.104616964,72082.0,205.0,1665427.0,62241.0,86.35,0.5,0.0,1313.0,965.73,766.65,78817.75,4822.71,8145.85
2014-07-08,23.0,23.85,21.85,22.05,22.648026746,53541.0,226.0,1212598.0,47969.0,89.59,2.0,-0.95,1323.0,971.79,772.85,79141.85,4859.31,8205.51
2014-07-09,22.05,22.8,20.95,22.35,21.832660524,42112.0,335.0,919417.0,35053.0,83.24,1.85,0.3,1322.75,969.72,771.8,79080.59,4858.39,8200.92
2014-07-10,22.05,23.45,22.05,22.6,22.907340497,42899.0,256.0,982702.0,33205.0,77.4,1.4,0.55,1340.25,985.41,783.25,80388.19,4922.67,8313.3
2014-07-11,22.0,23.35,22.0,22.5,22.611661651,63473.0,361.0,1435230.0,46758.0,73.67,1.35,0.5,1335.0,981.69,780.63,80186.76,4903.39,8281.94
2014-07-14,22.5,23.0,22.0,22.35,22.577025675,23992.0,129.0,541668.0,19939.0,83.11,1.0,-0.15,1306.0,958.39,764.21,78533.03,4796.87,8104.9
2014-07-15,22.35,23.0,22.15,22.45,22.564892584,23693.0,118.0,534630.0,16805.0,70.93,0.85,0.1,1310.0,965.4,764.18,78776.84,4811.7,8132.48
2014-07-16,23.0,23.55,22.7,23.55,23.4432539,34998.0,166.0,820467.0,34273.0,97.93,0.85,0.55,1301.0,961.18,758.96,78261.65,4778.64,8072.31
2014-07-17,24.7,24.7,24.0,24.7,24.692835615,232260.0,340.0,5735158.0,131475.0,56.61,0.7,0.0,1302.5,963.53,762.01,78319.31,4784.15,8081.36
2014-07-18,25.9,25.9,23.6,24.2,25.155542343,116052.0,309.0,2919351.0,58467.0,50.38,2.3,-1.7,1307.25,967.65,765.97,78859.85,4801.59,8115.41
2014-07-21,24.6,25.4,23.7,25.3,24.95330249,106344.0,497.0,2653634.0,73325.0,68.95,1.7,0.7,1311.5,970.01,768.55,79096.56,4817.2,8142.97
2014-07-22,26.25,26.25,24.2,24.55,25.147165592,61706.0,331.0,1551731.0,51073.0,82.77,2.05,-1.7,1310.25,972.9,768.09,78949.1,4812.61,8128.4
2014-07-23,24.2,24.3,23.35,23.5,23.606870154,50945.0,296.0,1202652.0,38575.0,75.72,0.95,-0.7,1308.0,971.52,767.52,78596.08,4804.35,8107.38
2014-07-24,23.1,23.5,22.8,22.9,23.050185437,21301.0,175.0,490992.0,16255.0,76.31,0.7,-0.2,1292.75,959.8,761.65,77687.79,4748.34,8008.46
2014-07-25,23.0,23.0,21.85,21.9,22.100937784,29751.0,192.0,657525.0,24112.0,81.05,1.15,-1.1,1294.75,963.86,762.76,77833.88,4755.68,8016.44
2014-07-28,22.0,22.2,21.1,21.45,21.450548509,11668.0,119.0,250285.0,10187.0,87.31,1.1,-0.55,1304.5,970.65,767.33,78444.47,4791.49,8070.03
2014-07-30,20.7,22.5,20.7,22.5,21.976792753,38307.0,208.0,841865.0,30555.0,79.76,1.8,1.8,1294.5,967.6,765.84,77780.02,4754.76,7989.27
2014-07-31,23.55,23.55,21.5,21.55,21.885978336,33327.0,230.0,729394.0,25751.0,77.27,2.05,-2.0,1285.25,960.58,761.27,77786.53,4720.79,7936.03
2014-08-01,21.4,21.9,21.0,21.15,21.20783159,22754.0,180.0,482563.0,16653.0,73.19,0.9,-0.25,1291.25,961.54,766.82,78856.63,4742.83,7979.67
2014-08-04,21.35,21.9,21.2,21.3,21.374977942,11334.0,101.0,242264.0,8974.0,79.18,0.7,-0.05,1290.5,961.66,766.35,78714.04,4740.07,7973.35
2014-08-05,20.85,21.35,20.75,20.8,20.913997791,21732.0,157.0,454503.0,17433.0,80.22,0.6,-0.05,1284.75,960.96,761.51,78125.64,4718.95,7927.93
2014-08-06,21.35,21.35,20.2,20.5,20.508678121,34224.0,242.0,701889.0,27535.0,80.46,1.15,-0.85,1306.5,978.18,776.13,80277.88,4798.84,8052.35
2014-08-07,21.0,21.5,20.5,20.85,20.972314907,22178.0,195.0,465124.0,15674.0,70.67,1.0,-0.15,1305.25,977.61,774.95,79992.23,4794.25,8042.82
2014-08-08,20.95,20.95,20.0,20.3,20.246482741,23669.0,162.0,479214.0,20978.0,88.63,0.95,-0.65,1309.75,976.37,779.68,80254.92,4810.78,8063.74
2014-08-11,20.25,21.9,20.25,21.1,20.802537584,18758.0,147.0,390214.0,15498.0,82.62,1.65,0.85,1307.25,976.47,778.63,79971.0,4801.59,8044.29
2014-08-12,21.15,21.8,20.7,21.25,21.241439422,16062.0,137.0,341180.0,11103.0,69.13,1.1,0.1,1315.75,985.03,782.98,80405.46,4832.82,8102.78
2014-08-13,20.75,21.4,20.5,20.55,20.814041579,11352.0,89.0,236281.0,8626.0,75.99,0.9,-0.2,1312.0,980.53,785.89,80366.55,4818.98,8074.57
2014-08-14,20.0,20.85,20.0,20.55,20.413412723,15955.0,121.0,325696.0,12015.0,75.31,0.85,0.55,1313.5,981.65,787.21,79880.49,4824.55,8082.1
2014-08-18,21.5,21.5,20.0,20.6,20.941705723,29231.0,204.0,612147.0,21200.0,72.53,1.5,-0.9,1296.75,970.37,775.38,78861.83,4763.03,7966.84
2014-08-19,20.6,21.0,20.5,20.65,20.687956204,13152.0,122.0,272088.0,8251.0,62.74,0.5,0.05,1296.5,973.42,780.15,78710.5,4762.11,7962.84
2014-08-20,21.35,21.8,20.65,21.2,21.240691409,33034.0,198.0,701665.0,22320.0,67.57,1.15,-0.15,1295.0,974.6,777.96,78509.38,4756.6,7952.98
2014-08-21,21.05,21.5,20.75,21.3,21.157781283,19020.0,140.0,402421.0,12594.0,66.21,0.75,0.25,1275.25,959.92,768.36,77394.91,4684.06,7844.57
2014-08-22,20.7,21.3,20.3,20.55,20.595009914,24208.0,119.0,498564.0,19661.0,81.22,1.0,-0.15,1277.25,965.31,770.8,77305.55,4691.4,7858.79
2014-08-25,20.8,21.0,19.45,19.75,20.26984702,35887.0,207.0,727424.0,26149.0,72.86,1.55,-1.05,1277.25,967.72,770.24,77334.28,4691.34,7861.47
2014-08-26,20.0,20.1,19.55,19.6,19.872818898,15875.0,110.0,315481.0,13575.0,85.51,0.55,-0.4,1286.0,973.98,775.77,77783.69,4723.54,7911.86
2014-08-27,19.8,20.0,19.55,19.75,19.770898759,73557.0,120.0,1454288.0,72155.0,98.09,0.45,-0.05,1282.75,971.56,773.51,77553.45,4711.6,7880.19
2014-08-28,20.0,20.0,19.5,19.7,19.656421026,15714.0,121.0,308881.0,12554.0,79.89,0.5,-0.3,1292.0,980.61,779.21,78398.55,4745.58,7938.82
2014-09-01,19.85,20.2,19.8,19.9,19.887785982,16522.0,109.0,328586.0,14966.0,90.58,0.4,0.05,1286.5,979.3,774.32,77839.67,4725.25,7902.71
2014-09-02,20.0,20.4,20.0,20.2,20.197709861,12139.0,150.0,245180.0,9767.0,80.46,0.4,0.2,1267.0,965.52,767.55,76837.2,4653.75,7790.53
2014-09-03,20.2,20.2,19.75,19.85,19.877940272,21129.0,124.0,420001.0,15349.0,72.64,0.45,-0.35,1265.5,963.27,769.23,76531.1,4648.24,7771.56
2014-09-04,19.75,20.0,19.15,19.65,19.658904598,25251.0,152.0,496407.0,20093.0,79.57,0.85,-0.1,1271.5,980.6,775.42,76874.88,4670.16,7805.23
2014-09-05,20.0,20.35,19.45,20.25,19.942337472,38101.0,206.0,759823.0,33625.0,88.25,0.9,0.25,1266.0,976.97,775.71,76477.46,4649.95,7774.76
2014-09-08,20.5,24.3,20.5,24.3,23.329583201,138484.0,794.0,3230774.0,129707.0,93.66,3.8,3.8,1259.0,972.31,779.01,75879.92,4624.24,7731.77
2014-09-09,25.95,28.65,25.65,27.4,27.265197961,302080.0,2115.0,8236271.0,211697.0,70.08,3.0,1.45,1255.75,972.36,779.65,76041.93,4612.31,7706.54
2014-09-10,27.5,29.9,27.0,27.55,28.586650733,200835.0,1275.0,5741200.0,132106.0,65.78,2.9,0.05,1251.0,968.53,774.76,76185.89,4594.86,7668.5
2014-09-11,27.1,27.7,24.8,24.8,25.445203262,132809.0,800.0,3379352.0,96112.0,72.37,2.9,-2.3,1241.25,959.16,764.62,75536.26,4559.17,7608.86
2014-09-12,24.15,25.7,24.15,25.25,24.842906979,46151.0,358.0,1146525.0,36913.0,79.98,1.55,1.1,1231.5,951.85,758.83,74773.6,4523.36,7554.76
2014-09-15,24.75,25.9,23.5,25.55,25.328999036,42529.0,388.0,1077217.0,31978.0,75.19,2.4,0.8,1234.25,953.94,760.26,75406.49,4533.4,7580.76
2014-09-16,25.6,26.4,23.0,23.0,23.630124352,215759.0,513.0,5098412.0,200256.0,92.81,3.4,-2.6,1232.25,952.1,759.83,75284.3,4526.05,7573.65
2014-09-17,23.35,24.5,23.25,23.75,23.717179532,28435.0,243.0,674398.0,21609.0,75.99,1.25,0.4,1236.0,953.74,757.14,75280.13,4539.83,7589.16
2014-09-18,24.0,24.7,23.0,23.4,23.594334687,40139.0,364.0,947053.0,26121.0,65.08,1.7,-0.6,1220.5,944.51,744.71,74310.14,4482.84,7494.6
2014-09-19,23.8,25.7,23.65,25.65,25.360465647,197317.0,785.0,5004051.0,132413.0,67.11,2.05,1.85,1219.75,949.92,747.81,74237.02,4480.08,7489.87
2014-09-22,26.45,26.45,24.7,26.05,25.712406661,64014.0,394.0,1645954.0,54553.0,85.22,1.75,-0.4,1213.5,946.35,743.16,73823.26,4457.12,7451.38
2014-09-23,26.2,26.55,24.25,25.05,25.583885362,43476.0,290.0,1112285.0,34173.0,78.6,2.3,-1.15,1222.0,949.98,746.92,74535.88,4488.34,7500.39
2014-09-24,27.0,27.0,24.55,25.0,25.790552897,77103.0,402.0,1988529.0,65878.0,85.44,2.45,-2.0,1217.25,951.05,744.61,74185.29,4470.9,7467.34
2014-09-25,25.1,25.95,22.5,23.05,23.831343745,64670.0,349.0,1541173.0,54694.0,84.57,3.45,-2.05,1213.75,952.15,743.42,74503.0,4457.92,7447.93
2014-09-26,23.0,23.0,21.3,22.6,22.204761491,46078.0,335.0,1023151.0,33242.0,72.14,1.7,-0.4,1213.75,956.01,747.2,74239.01,4457.86,7436.65
2014-09-29,21.75,23.0,21.1,22.7,22.484553162,20522.0,194.0,461428.0,15037.0,73.27,1.9,0.95,1219.5,961.26,750.85,74993.15,4478.92,7500.05
2014-09-30,22.5,22.75,22.2,22.5,22.477573904,17658.0,143.0,396909.0,16348.0,92.58,0.55,0.0,1216.5,962.99,750.39,75131.03,4468.14,7468.7
2014-10-01,22.05,24.5,22.05,23.5,23.157599487,43674.0,332.0,1011385.0,35392.0,81.04,2.45,1.45,1216.5,965.82,750.83,74966.81,4468.14,7468.7
2014-10-07,22.6,24.65,22.6,23.65,23.965260301,20265.0,226.0,485656.0,15252.0,75.26,2.05,1.05,1210.5,958.51,752.59,74394.29,4446.23,7431.86
2014-10-08,23.4,23.9,22.55,23.2,23.188618211,25040.0,187.0,580643.0,21760.0,86.9,1.35,-0.2,1217.0,959.29,756.98,74697.92,4470.1,7471.16
2014-10-09,23.4,23.8,23.1,23.55,23.431441218,20559.0,209.0,481727.0,15450.0,75.15,0.7,0.15,1226.75,965.0,759.01,74860.88,4505.91,7520.59
2014-10-10,23.2,24.0,22.85,23.0,23.119169799,30595.0,245.0,707331.0,23529.0,76.9,1.15,-0.2,1219.0,965.47,760.47,74706.4,4477.45,7473.57
2014-10-13,23.0,23.85,22.5,23.05,23.10857009,25624.0,223.0,592134.0,12826.0,50.05,1.35,0.05,1229.0,969.21,765.4,75202.49,4514.18,7528.73
2014-10-14,22.8,23.6,22.3,23.05,22.959786965,57643.0,180.0,1323471.0,53105.0,92.13,1.3,0.25,1234.75,974.74,775.67,75795.12,4535.3,7562.47
2014-10-16,23.2,23.35,22.6,22.75,23.018742306,39803.0,262.0,916215.0,33271.0,83.59,0.75,-0.45,1237.75,968.47,772.63,76530.07,4546.38,7578.87
2014-10-17,22.95,23.15,22.6,23.1,23.028254649,30756.0,212.0,708257.0,25670.0,83.46,0.55,0.15,1234.25,966.71,766.71,75844.66,4533.52,7558.55
2014-10-20,23.5,23.5,21.6,22.9,22.973105923,24801.0,197.0,569756.0,16826.0,67.84,1.9,-0.6,1244.5,973.75,771.5,76337.63,4571.11,7619.95
2014-10-21,23.0,23.05,22.6,22.75,22.807910721,20251.0,144.0,461883.0,16214.0,80.07,0.45,-0.25,1250.25,982.17,774.99,76699.7,4592.23,7653.03
2014-10-22,22.2,23.4,20.3,21.25,21.526973184,53961.0,411.0,1161617.0,35956.0,66.63,3.1,-0.95,1243.75,981.92,774.83,76129.93,4568.36,7609.88
2014-10-23,22.3,22.3,21.35,21.85,21.800730943,11492.0,109.0,250534.0,9912.0,86.25,0.95,-0.45,1232.75,974.62,768.91,75456.62,4527.83,7543.81
2014-10-27,22.75,22.75,21.0,21.4,21.401758917,14327.0,138.0,306623.0,9465.0,66.06,1.75,-1.35,1228.75,966.64,761.64,75371.52,4513.14,7515.89
2014-10-28,21.3,22.25,20.8,21.05,21.293591654,33550.0,999.0,714400.0,28038.0,83.57,1.45,-0.25,1229.25,964.35,760.79,75383.75,4514.97,7514.77
2014-10-29,21.7,21.7,20.55,20.9,21.025163262,16691.0,186.0,350931.0,13570.0,81.3,1.15,-0.8,1223.5,958.78,757.63,75025.01,4493.85,7477.05
2014-10-30,20.45,21.25,20.45,20.95,20.729921317,41051.0,246.0,850984.0,26303.0,64.07,0.8,0.5,1202.0,952.34,750.2,73880.93,4414.89,7351.31
2014-10-31,21.5,21.5,20.35,20.55,20.750781066,67856.0,328.0,1408065.0,59440.0,87.6,1.15,-0.95,1164.25,929.24,727.72,71484.94,4276.29,7117.64
2014-11-03,24.65,24.65,24.65,24.65,24.649991802,60990.0,256.0,1503403.0,60977.0,99.98,0.0,0.0,1167.75,935.36,730.85,71718.82,4289.2,7144.64
2014-11-05,29.55,29.55,29.55,29.55,29.549994785,76708.0,345.0,2266721.0,76708.0,100.0,0.0,0.0,1142.0,914.44,714.8,70164.47,4194.62,6982.87
2014-11-07,35.45,35.45,35.45,35.45,35.449996645,119232.0,428.0,4226774.0,119232.0,100.0,0.0,0.0,1154.5,930.0,728.69,71157.6,4240.54,7068.89
2014-11-10,37.95,38.95,36.35,38.95,38.331872604,1948570.0,4699.0,74692337.0,746536.0,38.31,2.6,1.0,1162.0,933.82,732.2,71431.03,4268.08,7110.97
2014-11-11,40.5,41.25,35.1,35.1,38.037641485,535659.0,3769.0,20375205.0,375788.0,70.15,6.15,-5.4,1156.5,930.67,728.62,71249.07,4247.88,7083.79
2014-11-12,33.0,34.7,32.3,33.15,33.368289751,243713.0,1698.0,8132286.0,186784.0,76.64,2.4,0.15,1164.5,933.32,735.65,71613.84,4277.27,7133.96
2014-11-13,33.0,36.45,32.0,35.45,35.927992645,466619.0,2360.0,16764684.0,213933.0,45.85,4.45,2.45,1161.75,931.3,738.3,71511.51,4267.17,7115.49
2014-11-14,36.3,36.3,33.6,34.2,34.63453902,134225.0,1086.0,4648821.0,110364.0,82.22,2.7,-2.1,1169.0,936.74,747.13,72204.73,4293.8,7166.79
2014-11-17,35.8,35.8,34.0,34.7,34.910317762,89438.0,770.0,3122309.0,73366.0,82.03,1.8,-1.1,1182.5,949.3,755.64,73014.94,4343.38,7241.75
2014-11-18,32.5,37.15,32.5,35.75,35.53314277,131190.0,1162.0,4661593.0,100326.0,76.47,4.65,3.25,1192.75,951.8,762.41,73643.36,4381.03,7301.18
2014-11-19,37.0,37.4,35.05,35.85,36.498218907,119028.0,909.0,4344310.0,98596.0,82.83,2.35,-1.15,1196.0,953.71,763.46,74098.16,4392.97,7319.28
2014-11-20,37.1,37.45,36.05,36.65,36.617239526,109771.0,895.0,4019511.0,86925.0,79.19,1.4,-0.45,1190.0,948.93,757.89,73736.86,4370.93,7288.15
2014-11-21,37.25,37.3,34.55,34.85,35.774301405,128007.0,832.0,4579361.0,108348.0,84.64,2.75,-2.4,1203.75,969.75,767.8,74391.74,4421.43,7372.85
2014-11-24,35.95,36.0,34.25,34.6,34.703458848,41748.0,391.0,1448800.0,32121.0,76.94,1.75,-1.35,1197.5,962.89,762.86,74183.62,4398.48,7354.69
2014-11-25,35.1,35.1,32.15,32.7,33.110504319,92838.0,671.0,3073913.0,69996.0,75.4,2.95,-2.4,1199.0,960.31,762.48,74206.11,4403.93,7357.66
2014-11-26,32.5,34.5,31.3,33.45,33.052158671,63326.0,451.0,2093061.0,46859.0,74.0,3.2,0.95,1197.5,955.82,758.22,74098.29,4398.42,7351.33
2014-11-27,33.1,34.5,32.9,33.1,33.283221173,39824.0,367.0,1325471.0,34823.0,87.44,1.6,0.0,1194.75,957.22,759.78,73934.11,4388.26,7334.81
2014-11-28,32.8,34.0,32.8,33.25,33.35703021,40582.0,413.0,1353695.0,34148.0,84.15,1.2,0.45,1182.75,948.74,755.24,73395.54,4344.3,7268.0
2014-12-01,32.15,35.8,32.15,33.05,33.588400783,52607.0,304.0,1766985.0,40929.0,77.8,3.65,0.9,1194.0,957.0,759.45,74122.01,4385.62,7345.49
2014-12-02,33.5,33.5,32.65,33.3,33.106659418,55185.0,324.0,1826991.0,50680.0,91.84,0.85,-0.2,1195.0,963.52,763.46,73988.42,4389.23,7349.61
2014-12-03,34.2,34.2,32.5,32.95,33.121131248,48336.0,308.0,1600943.0,39339.0,81.39,1.7,-1.25,1204.75,977.76,766.77,74519.81,4425.11,7409.21
2014-12-04,34.0,34.5,33.0,34.35,33.84262069,87000.0,563.0,2944308.0,71228.0,81.87,1.5,0.35,1209.0,972.1,770.04,74855.23,4440.72,7440.91
2014-12-05,35.0,36.0,34.05,35.4,35.125040644,126095.0,661.0,4429092.0,101275.0,80.32,1.95,0.4,1194.0,970.97,765.75,73866.8,4385.62,7343.34
2014-12-08,34.8,42.45,34.8,42.15,42.007146175,1229329.0,4755.0,51640603.0,725933.0,59.05,7.65,7.35,1193.0,970.59,763.74,73816.88,4381.95,7364.03
2014-12-09,41.4,41.4,36.15,36.75,38.233348268,287913.0,2526.0,11007878.0,168732.0,58.61,5.25,-4.65,1227.0,987.64,782.1,75951.29,4506.83,7589.61
2014-12-10,36.9,39.6,36.8,38.45,38.480684047,144259.0,1098.0,5551185.0,78941.0,54.72,2.8,1.55,1229.0,989.81,783.13,76247.15,4514.18,7591.29
2014-12-11,38.9,40.0,37.55,37.85,38.888291447,144877.0,1103.0,5634019.0,96163.0,66.38,2.45,-1.05,1216.25,982.23,774.88,75808.85,4467.35,7526.88
2014-12-12,38.25,39.7,36.0,36.35,37.813277016,62740.0,592.0,2372405.0,49985.0,79.67,3.7,-1.9,1217.0,976.57,775.21,75813.01,4470.1,7529.46
2014-12-15,35.5,38.95,35.35,37.7,37.704075978,77601.0,622.0,2925874.0,61535.0,79.3,3.6,2.2,1209.25,973.44,774.39,76073.9,4441.57,7486.71
2014-12-16,37.5,38.0,34.35,34.95,35.509227471,138066.0,1074.0,4902617.0,108245.0,78.4,3.65,-2.55,1202.5,961.27,764.49,76322.66,4416.84,7443.84
2014-12-17,34.95,35.5,33.2,35.05,34.644622702,70435.0,543.0,2440194.0,52769.0,74.92,2.3,0.1,1195.75,964.74,764.3,76021.3,4392.05,7410.66
2014-12-18,35.95,36.7,34.55,35.15,35.240038648,69343.0,588.0,2443650.0,50979.0,73.52,2.15,-0.8,1199.0,976.42,766.8,75734.83,4403.99,7453.34
2014-12-19,35.35,37.0,34.9,35.25,35.726361062,185076.0,961.0,6612092.0,153328.0,82.85,2.1,-0.1,1195.5,974.84,764.58,75657.2,4391.13,7436.25
2014-12-22,36.3,36.85,35.35,35.75,35.810308888,105540.0,473.0,3779420.0,96419.0,91.36,1.5,-0.55,1195.25,975.12,764.81,75605.53,4390.21,7436.37
2014-12-23,35.6,36.75,35.6,36.15,36.096874239,78029.0,473.0,2816603.0,69996.0,89.71,1.15,0.55,1175.75,965.59,757.5,74419.09,4318.47,7320.22
2014-12-24,36.7,43.35,35.55,43.15,41.884450136,677067.0,4039.0,28358579.0,341054.0,50.37,7.8,6.45,1175.75,964.56,756.11,74701.26,4318.53,7308.81
2014-12-26,42.7,45.8,40.3,42.95,43.487685359,398753.0,3321.0,17340845.0,217587.0,54.57,5.5,0.25,1175.75,966.07,755.53,74830.6,4318.53,7304.82
2014-12-29,43.0,44.7,43.0,44.25,43.882648034,166448.0,1291.0,7304179.0,128091.0,76.96,1.7,1.25,1185.5,973.28,763.39,75520.78,4354.4,7375.94
2014-12-30,44.75,52.1,43.1,49.4,48.497166967,849443.0,7603.0,41195579.0,344695.0,40.58,9.0,4.65,1206.0,991.41,775.04,76442.3,4429.76,7479.61
2014-12-31,48.9,50.9,47.1,47.5,48.563066412,504381.0,4102.0,24494288.0,296185.0,58.72,3.8,-1.4,1206.0,996.65,773.45,76125.73,4429.64,7482.02
2015-01-01,47.0,50.55,45.6,48.1,48.353669091,232251.0,2189.0,11230188.0,127283.0,54.8,4.95,1.1,1206.0,996.65,773.45,76125.73,4429.64,7482.02
2015-01-02,48.05,48.45,45.35,45.8,46.760377359,179670.0,1289.0,8401437.0,148482.0,82.64,3.1,-2.25,1172.0,974.19,761.63,74187.59,4304.81,7271.09
2015-01-05,45.9,48.7,45.0,45.35,46.480387062,319432.0,2541.0,14847323.0,182737.0,57.21,3.7,-0.55,1200.0,1005.28,787.43,76013.98,4407.66,7464.0
2015-01-06,45.5,46.25,42.65,43.05,43.809113982,182423.0,1597.0,7991790.0,106526.0,58.4,3.6,-2.45,1210.25,1015.35,797.79,76996.1,4445.31,7519.28
2015-01-07,43.0,44.0,40.8,41.8,41.925424925,187033.0,1304.0,7841438.0,129607.0,69.3,3.2,-1.2,1210.5,1025.54,803.73,76570.16,4446.23,7520.23
2015-01-08,41.6,43.65,41.55,43.35,42.807432463,111753.0,1097.0,4783859.0,83471.0,74.69,2.1,1.75,1215.5,1030.74,806.01,76260.46,4464.59,7553.72
2015-01-09,43.05,43.9,42.0,42.4,42.733901819,68486.0,654.0,2926674.0,53660.0,78.35,1.9,-0.65,1217.75,1028.98,803.82,75969.33,4472.86,7560.52
2015-01-12,42.4,42.9,41.3,41.8,41.914899232,60634.0,491.0,2541468.0,49010.0,80.83,1.6,-0.6,1226.5,1037.82,810.16,76331.21,4505.0,7608.72
2015-01-13,41.6,46.0,41.3,44.05,44.56072665,290869.0,2399.0,12961334.0,163864.0,56.34,4.7,2.45,1231.5,1045.28,811.53,76519.25,4523.36,7633.21
2015-01-14,44.0,45.75,44.0,44.55,44.700208171,76860.0,693.0,3435658.0,60831.0,79.15,1.75,0.55,1235.0,1047.72,811.78,76786.11,4536.22,7651.69
